start,block,params_json,fold_loglosses_json,logloss_mean,logloss_std
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.5, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.820617119959309, ""2020/2021"": 1.8427376794956845, ""2021/2022"": 1.846422146029259, ""2022/2023"": 1.8470692688405135, ""2023/2024"": 1.845780664003605}",1.8405253756656745,0.011252171208545126
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8228530358317763, ""2020/2021"": 1.8422583980672056, ""2021/2022"": 1.8454092834079314, ""2022/2023"": 1.8481096091934301, ""2023/2024"": 1.8433318870365782}",1.8403924427073843,0.010055797644958576
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.7, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8228530358317763, ""2020/2021"": 1.8422583980672056, ""2021/2022"": 1.8454092834079314, ""2022/2023"": 1.8481096091934301, ""2023/2024"": 1.8433318870365782}",1.8403924427073843,0.010055797644958576
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.8, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.824542664182524, ""2020/2021"": 1.8423339762683437, ""2021/2022"": 1.8447998792947826, ""2022/2023"": 1.8476857880728312, ""2023/2024"": 1.8426527481301789}",1.840403011189732,0.00912019514439381
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.9, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.824542664182524, ""2020/2021"": 1.8423339762683437, ""2021/2022"": 1.8447998792947826, ""2022/2023"": 1.8476857880728312, ""2023/2024"": 1.8426527481301789}",1.840403011189732,0.00912019514439381
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 1.0, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8270289902059471, ""2020/2021"": 1.8420928356809387, ""2021/2022"": 1.8445032315427534, ""2022/2023"": 1.8490448759894387, ""2023/2024"": 1.841885400817762}",1.840911066847368,0.008278291709322528
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.5, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.6, ""verbosity"": 0}","{""2019/2020"": 1.8208854628616602, ""2020/2021"": 1.8429060030718796, ""2021/2022"": 1.8459822250093083, ""2022/2023"": 1.846841831967011, ""2023/2024"": 1.8460822749697823}",1.8405395595759284,0.011089933619297651
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.6, ""verbosity"": 0}","{""2019/2020"": 1.8240145256793918, ""2020/2021"": 1.8423593379469507, ""2021/2022"": 1.8451002530716683, ""2022/2023"": 1.84762437743659, ""2023/2024"": 1.843135700712466}",1.8404468389694135,0.009408505076905365
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.7, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.6, ""verbosity"": 0}","{""2019/2020"": 1.8240145256793918, ""2020/2021"": 1.8423593379469507, ""2021/2022"": 1.8451002530716683, ""2022/2023"": 1.84762437743659, ""2023/2024"": 1.843135700712466}",1.8404468389694135,0.009408505076905365
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.8, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.6, ""verbosity"": 0}","{""2019/2020"": 1.8262510208632408, ""2020/2021"": 1.8423870079678526, ""2021/2022"": 1.8448631786232192, ""2022/2023"": 1.847978529093051, ""2023/2024"": 1.8432030737127498}",1.840936562052023,0.00848400857458453
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.9, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.6, ""verbosity"": 0}","{""2019/2020"": 1.8262510208632408, ""2020/2021"": 1.8423870079678526, ""2021/2022"": 1.8448631786232192, ""2022/2023"": 1.847978529093051, ""2023/2024"": 1.8432030737127498}",1.840936562052023,0.00848400857458453
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 1.0, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.6, ""verbosity"": 0}","{""2019/2020"": 1.8272753001125088, ""2020/2021"": 1.8423815788239897, ""2021/2022"": 1.8442223134865439, ""2022/2023"": 1.8490995767506553, ""2023/2024"": 1.843066901215207}",1.841209134077781,0.008220644593261722
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.5, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.7, ""verbosity"": 0}","{""2019/2020"": 1.820805009457433, ""2020/2021"": 1.8430035569232563, ""2021/2022"": 1.846076835465303, ""2022/2023"": 1.8467788469672992, ""2023/2024"": 1.8458325212528233}",1.840499354013223,0.011103166706067764
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.7, ""verbosity"": 0}","{""2019/2020"": 1.8238393904144767, ""2020/2021"": 1.8424035044763891, ""2021/2022"": 1.8453988430250867, ""2022/2023"": 1.8479608143064221, ""2023/2024"": 1.843579922398433}",1.8406364949241614,0.009620998152621395
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.7, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.7, ""verbosity"": 0}","{""2019/2020"": 1.8238393904144767, ""2020/2021"": 1.8424035044763891, ""2021/2022"": 1.8453988430250867, ""2022/2023"": 1.8479608143064221, ""2023/2024"": 1.843579922398433}",1.8406364949241614,0.009620998152621395
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.8, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.7, ""verbosity"": 0}","{""2019/2020"": 1.826076458398492, ""2020/2021"": 1.8429013035381205, ""2021/2022"": 1.8450265478184087, ""2022/2023"": 1.8481069466179791, ""2023/2024"": 1.8432385933791755}",1.8410699699504351,0.008631854493505623
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.9, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.7, ""verbosity"": 0}","{""2019/2020"": 1.826076458398492, ""2020/2021"": 1.8429013035381205, ""2021/2022"": 1.8450265478184087, ""2022/2023"": 1.8481069466179791, ""2023/2024"": 1.8432385933791755}",1.8410699699504351,0.008631854493505623
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 1.0, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.7, ""verbosity"": 0}","{""2019/2020"": 1.827156669053948, ""2020/2021"": 1.8426644167723372, ""2021/2022"": 1.8447242318775032, ""2022/2023"": 1.8484767483432434, ""2023/2024"": 1.8430630159070278}",1.841217016390812,0.008188411289786408
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.5, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.8, ""verbosity"": 0}","{""2019/2020"": 1.820617254446639, ""2020/2021"": 1.8430011420634969, ""2021/2022"": 1.8461497641475002, ""2022/2023"": 1.8464901296066039, ""2023/2024"": 1.8457745416785916}",1.8404065663885665,0.011148519079997258
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.8, ""verbosity"": 0}","{""2019/2020"": 1.8239843194723624, ""2020/2021"": 1.8431436982105631, ""2021/2022"": 1.8454321150183124, ""2022/2023"": 1.8477680175791444, ""2023/2024"": 1.843773046705197}",1.8408202393971158,0.00958001500496232
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.7, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.8, ""verbosity"": 0}","{""2019/2020"": 1.8239843194723624, ""2020/2021"": 1.8431436982105631, ""2021/2022"": 1.8454321150183124, ""2022/2023"": 1.8477680175791444, ""2023/2024"": 1.843773046705197}",1.8408202393971158,0.00958001500496232
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.8, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.8, ""verbosity"": 0}","{""2019/2020"": 1.8269025105896253, ""2020/2021"": 1.8433031644444804, ""2021/2022"": 1.8448569445263507, ""2022/2023"": 1.8484994588308388, ""2023/2024"": 1.8435504078675509}",1.8414224972517694,0.008378152222012344
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.9, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.8, ""verbosity"": 0}","{""2019/2020"": 1.8269025105896253, ""2020/2021"": 1.8433031644444804, ""2021/2022"": 1.8448569445263507, ""2022/2023"": 1.8484994588308388, ""2023/2024"": 1.8435504078675509}",1.8414224972517694,0.008378152222012344
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 1.0, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.8, ""verbosity"": 0}","{""2019/2020"": 1.8276704363290996, ""2020/2021"": 1.8428946304060607, ""2021/2022"": 1.8443030635519584, ""2022/2023"": 1.8483390142688896, ""2023/2024"": 1.8433453449831}",1.8413104979078216,0.007922386787378877
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.5, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.9, ""verbosity"": 0}","{""2019/2020"": 1.8210795200766372, ""2020/2021"": 1.8432014592100558, ""2021/2022"": 1.8462248934416117, ""2022/2023"": 1.8465444996895175, ""2023/2024"": 1.8454318895782655}",1.8404964523992173,0.010932597765588083
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.9, ""verbosity"": 0}","{""2019/2020"": 1.8249706704957602, ""2020/2021"": 1.8434060212991972, ""2021/2022"": 1.8457398135319305, ""2022/2023"": 1.8478765616039332, ""2023/2024"": 1.8435605356167726}",1.8411107205095187,0.00920565481302746
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.7, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.9, ""verbosity"": 0}","{""2019/2020"": 1.8249706704957602, ""2020/2021"": 1.8434060212991972, ""2021/2022"": 1.8457398135319305, ""2022/2023"": 1.8478765616039332, ""2023/2024"": 1.8435605356167726}",1.8411107205095187,0.00920565481302746
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.8, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.9, ""verbosity"": 0}","{""2019/2020"": 1.8270708252351089, ""2020/2021"": 1.8439557325843687, ""2021/2022"": 1.8449041878332526, ""2022/2023"": 1.848167430020953, ""2023/2024"": 1.8437317999306104}",1.8415659951208585,0.008295088591456659
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.9, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.9, ""verbosity"": 0}","{""2019/2020"": 1.8270708252351089, ""2020/2021"": 1.8439557325843687, ""2021/2022"": 1.8449041878332526, ""2022/2023"": 1.848167430020953, ""2023/2024"": 1.8437317999306104}",1.8415659951208585,0.008295088591456659
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 1.0, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 0.9, ""verbosity"": 0}","{""2019/2020"": 1.8275175646139559, ""2020/2021"": 1.843004056156615, ""2021/2022"": 1.8443431544319966, ""2022/2023"": 1.8484514508436583, ""2023/2024"": 1.8437571832242758}",1.8414146818541002,0.008050393785104287
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.5, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 1.0, ""verbosity"": 0}","{""2019/2020"": 1.8200801892400347, ""2020/2021"": 1.843974181449607, ""2021/2022"": 1.8463914951056906, ""2022/2023"": 1.8464797389595606, ""2023/2024"": 1.8458415038165528}",1.840553421714289,0.011489375466565963
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 1.0, ""verbosity"": 0}","{""2019/2020"": 1.8263176583909257, ""2020/2021"": 1.8444240727632646, ""2021/2022"": 1.8458315452584377, ""2022/2023"": 1.8482848114336263, ""2023/2024"": 1.8434537991608533}",1.8416623774014216,0.008768340034375707
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.7, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 1.0, ""verbosity"": 0}","{""2019/2020"": 1.8263176583909257, ""2020/2021"": 1.8444240727632646, ""2021/2022"": 1.8458315452584377, ""2022/2023"": 1.8482848114336263, ""2023/2024"": 1.8434537991608533}",1.8416623774014216,0.008768340034375707
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.8, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 1.0, ""verbosity"": 0}","{""2019/2020"": 1.828759175775814, ""2020/2021"": 1.8449816412798286, ""2021/2022"": 1.8456183359069134, ""2022/2023"": 1.8482160794053413, ""2023/2024"": 1.8436900592850654}",1.8422530583305927,0.007721361870806231
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 0.9, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 1.0, ""verbosity"": 0}","{""2019/2020"": 1.828759175775814, ""2020/2021"": 1.8449816412798286, ""2021/2022"": 1.8456183359069134, ""2022/2023"": 1.8482160794053413, ""2023/2024"": 1.8436900592850654}",1.8422530583305927,0.007721361870806231
03_best,subsample+colsample_bytree,"{""colsample_bytree"": 1.0, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""subsample"": 1.0, ""verbosity"": 0}","{""2019/2020"": 1.827364776358904, ""2020/2021"": 1.843607848591742, ""2021/2022"": 1.844890873871994, ""2022/2023"": 1.8491268589255787, ""2023/2024"": 1.8440904346617815}",1.8418161584819999,0.008368469790890896
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 0, ""reg_lambda"": 0.1, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8227265703522535, ""2020/2021"": 1.8422310929627033, ""2021/2022"": 1.8454603045643971, ""2022/2023"": 1.8480986845255172, ""2023/2024"": 1.843284170882645}",1.8403601646575034,0.010110513711819261
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 0, ""reg_lambda"": 0.5, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8225748986134092, ""2020/2021"": 1.8423170421098893, ""2021/2022"": 1.8453972638684766, ""2022/2023"": 1.8480746271453363, ""2023/2024"": 1.8433823420569586}",1.8403492347588137,0.010175501418610624
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8228530358317763, ""2020/2021"": 1.8422583980672056, ""2021/2022"": 1.8454092834079314, ""2022/2023"": 1.8481096091934301, ""2023/2024"": 1.8433318870365782}",1.8403924427073843,0.010055797644958576
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 0, ""reg_lambda"": 5.0, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8222409932360906, ""2020/2021"": 1.8423255200015545, ""2021/2022"": 1.8454663897206207, ""2022/2023"": 1.8482091122708233, ""2023/2024"": 1.8437489533643634}",1.8403981937186906,0.010384160600537835
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 1, ""reg_lambda"": 0.1, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8225151590100386, ""2020/2021"": 1.8423713022905046, ""2021/2022"": 1.845451955691857, ""2022/2023"": 1.8480621702427775, ""2023/2024"": 1.8433177530366163}",1.8403436680543588,0.010203946484580475
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 1, ""reg_lambda"": 0.5, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8224946457791766, ""2020/2021"": 1.8423729814796397, ""2021/2022"": 1.8454021321676095, ""2022/2023"": 1.8481094005174503, ""2023/2024"": 1.8434064963888812}",1.8403571312665516,0.010222284237728786
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 1, ""reg_lambda"": 1.0, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8226993740833297, ""2020/2021"": 1.8424564881594037, ""2021/2022"": 1.8454213929261287, ""2022/2023"": 1.8480899844171124, ""2023/2024"": 1.8433812498627964}",1.8404096978897542,0.010133840944389853
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 1, ""reg_lambda"": 5.0, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.82225140046757, ""2020/2021"": 1.8424098470035628, ""2021/2022"": 1.8455087013745275, ""2022/2023"": 1.8481519894987521, ""2023/2024"": 1.8437259382461428}",1.8404095753181111,0.010376231585608048
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 5, ""reg_lambda"": 0.1, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8218849446631333, ""2020/2021"": 1.842912844108179, ""2021/2022"": 1.845532067927999, ""2022/2023"": 1.8482812212328348, ""2023/2024"": 1.8436544378350694}",1.8404531031534432,0.010584785010517805
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 5, ""reg_lambda"": 0.5, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.821869062793216, ""2020/2021"": 1.8429455505844994, ""2021/2022"": 1.8455491212940278, ""2022/2023"": 1.848267232863928, ""2023/2024"": 1.8436854650587247}",1.8404632865188795,0.010595476857020652
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 5, ""reg_lambda"": 1.0, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8218591522025716, ""2020/2021"": 1.8429104584397231, ""2021/2022"": 1.8455523576349773, ""2022/2023"": 1.8482543947491825, ""2023/2024"": 1.843786367643954}",1.8404725461340816,0.010603595095672116
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 5, ""reg_lambda"": 5.0, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8215805153279718, ""2020/2021"": 1.8429450640676133, ""2021/2022"": 1.8456659813461946, ""2022/2023"": 1.8483746573099251, ""2023/2024"": 1.8438921417813467}",1.8404916719666105,0.010771827939721838
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 10, ""reg_lambda"": 0.1, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8215203095239092, ""2020/2021"": 1.84339652886204, ""2021/2022"": 1.8458444549626856, ""2022/2023"": 1.84839436401314, ""2023/2024"": 1.844248598246874}",1.8406808511217299,0.01087877710512868
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 10, ""reg_lambda"": 0.5, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8214503004964633, ""2020/2021"": 1.8434470554134377, ""2021/2022"": 1.8458262884536143, ""2022/2023"": 1.848365952086411, ""2023/2024"": 1.844186627581597}",1.8406552448063045,0.010900567139806397
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 10, ""reg_lambda"": 1.0, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.8214292578558258, ""2020/2021"": 1.8433867192779225, ""2021/2022"": 1.8458354600542108, ""2022/2023"": 1.8483973097532382, ""2023/2024"": 1.8442314029382156}",1.8406560299758827,0.010916302379563316
03_best,reg_alpha+reg_lambda,"{""colsample_bytree"": 0.6, ""enable_categorical"": true, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 5, ""n_estimators"": 400, ""objective"": ""count:poisson"", ""random_state"": 2026, ""reg_alpha"": 10, ""reg_lambda"": 5.0, ""subsample"": 0.5, ""verbosity"": 0}","{""2019/2020"": 1.821395324196097, ""2020/2021"": 1.8434153364446124, ""2021/2022"": 1.8458813485599874, ""2022/2023"": 1.848412461293906, ""2023/2024"": 1.8443424178511432}",1.840689377669149,0.010950326886034995
